2025-04-21 22:39:50 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2025-04-21 22:53:34 [main] INFO  c.c.f.h.c.CategoryController - Category with id - 1 has been updated in household with id -1
2025-04-21 22:53:34 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:34 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:34 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2025-04-21 22:53:34 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:34 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:34 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:34 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:34 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:34 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2025-04-21 22:53:34 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:34 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:34 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2025-04-21 22:53:34 [main] INFO  c.c.f.h.c.HouseholdControllerTest - Starting HouseholdControllerTest using Java 17.0.15 on DESKTOP-DU98LMI with PID 26368 (started by Administrator in E:\household)
2025-04-21 22:53:34 [main] INFO  c.c.f.h.c.HouseholdControllerTest - The following 1 profile is active: "local"
2025-04-21 22:53:34 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 48daac34-07b7-49c4-b7dc-6b821f3bcac1

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2025-04-21 22:53:34 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@2c1e4d9e, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@60019f4b, org.springframework.security.web.context.SecurityContextPersistenceFilter@59d8de36, org.springframework.security.web.header.HeaderWriterFilter@5f519714, org.springframework.security.web.csrf.CsrfFilter@38617f1c, org.springframework.security.web.authentication.logout.LogoutFilter@74d56f47, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@32730f12, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@cf39749, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@4aa007c6, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@385269dd, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@23e883fb, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@70d259a5, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@619783ce, org.springframework.security.web.session.SessionManagementFilter@6a72d5fb, org.springframework.security.web.access.ExceptionTranslationFilter@102d4cea, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@64f514d2]
2025-04-21 22:53:35 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2025-04-21 22:53:35 [main] INFO  c.c.f.h.c.HouseholdControllerTest - Started HouseholdControllerTest in 0.479 seconds (JVM running for 4.108)
2025-04-21 22:53:35 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:35 [main] ERROR c.c.f.h.c.HouseholdController - Validation errors found in input fields of household
2025-04-21 22:53:35 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:35 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:35 [main] INFO  c.c.f.h.c.HouseholdController - Household null has been created by user - user1 
2025-04-21 22:53:35 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:35 [main] INFO  c.c.f.h.c.ItemsControllerTest - Starting ItemsControllerTest using Java 17.0.15 on DESKTOP-DU98LMI with PID 26368 (started by Administrator in E:\household)
2025-04-21 22:53:35 [main] INFO  c.c.f.h.c.ItemsControllerTest - The following 1 profile is active: "local"
2025-04-21 22:53:35 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 2d76f22f-b644-4c7a-bb25-cd7dc9b84610

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2025-04-21 22:53:35 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@11c885a6, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6166edcf, org.springframework.security.web.context.SecurityContextPersistenceFilter@6827f0b7, org.springframework.security.web.header.HeaderWriterFilter@166a38a8, org.springframework.security.web.csrf.CsrfFilter@2c792d36, org.springframework.security.web.authentication.logout.LogoutFilter@71c9e0a4, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@2a806a8d, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@8aedeb4, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@481b276c, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@4ffff10c, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@516ffa73, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1607278e, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@785cc8f2, org.springframework.security.web.session.SessionManagementFilter@dd26ca6, org.springframework.security.web.access.ExceptionTranslationFilter@1f44c6b6, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@18fd1464]
2025-04-21 22:53:35 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:35 [main] INFO  c.c.f.h.c.ItemsControllerTest - Started ItemsControllerTest in 0.389 seconds (JVM running for 4.593)
2025-04-21 22:53:35 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2025-04-21 22:53:35 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:35 [main] INFO  c.c.f.h.controller.ItemsController - Items - cz.cvut.fit.household.datamodel.entity.item.ItemCreationDTO@1ca73158 of 1 multiples  have been created in location with id -1 of household with id - 1
2025-04-21 22:53:35 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2025-04-21 22:53:35 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2025-04-21 22:53:35 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2025-04-21 22:53:35 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:35 [main] INFO  c.c.f.h.controller.ItemsController - Item with id - 1 has been deleted in location with id -1 of household with id - 1
2025-04-21 22:53:35 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:35 [main] INFO  c.c.f.h.controller.ItemsController - Item with id - 1 of category with id - 4 has been deleted in household with id - 1
2025-04-21 22:53:35 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:35 [main] INFO  c.c.f.h.c.LocationsControllerTest - Starting LocationsControllerTest using Java 17.0.15 on DESKTOP-DU98LMI with PID 26368 (started by Administrator in E:\household)
2025-04-21 22:53:35 [main] INFO  c.c.f.h.c.LocationsControllerTest - The following 1 profile is active: "local"
2025-04-21 22:53:35 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 3f9106ab-8069-42cf-bd32-5d0a0763c165

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2025-04-21 22:53:35 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@769e025c, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@53279691, org.springframework.security.web.context.SecurityContextPersistenceFilter@3b6ccd61, org.springframework.security.web.header.HeaderWriterFilter@7677a485, org.springframework.security.web.csrf.CsrfFilter@2572d409, org.springframework.security.web.authentication.logout.LogoutFilter@4ff10cfa, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@5e0fbfb6, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@5ba1c6b9, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@7076714c, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@1eea09a4, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7447b08c, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3f5f610d, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3e1ff1cf, org.springframework.security.web.session.SessionManagementFilter@88d92e5, org.springframework.security.web.access.ExceptionTranslationFilter@6814fe0e, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@472c5608]
2025-04-21 22:53:35 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:35 [main] INFO  c.c.f.h.c.LocationsControllerTest - Started LocationsControllerTest in 0.35 seconds (JVM running for 5.054)
2025-04-21 22:53:35 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:35 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:35 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:36 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:36 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:36 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2025-04-21 22:53:36 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:36 [main] INFO  c.c.f.h.c.LocationsController - Location with id -1 in household with id - 1 has been updated as - null
2025-04-21 22:53:36 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2025-04-21 22:53:36 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:36 [main] INFO  c.c.f.h.c.LocationsController - Location  - LocationCreationDTO(title=location_1, description=description) has been created in household with id - 1 
2025-04-21 22:53:36 [main] INFO  c.c.f.h.c.LogsControllerTest - Starting LogsControllerTest using Java 17.0.15 on DESKTOP-DU98LMI with PID 26368 (started by Administrator in E:\household)
2025-04-21 22:53:36 [main] INFO  c.c.f.h.c.LogsControllerTest - The following 1 profile is active: "local"
2025-04-21 22:53:36 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 75f7f390-caae-4ecf-b327-3c9aa675fc46

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2025-04-21 22:53:36 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@39ae8a75, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1296284f, org.springframework.security.web.context.SecurityContextPersistenceFilter@578ce232, org.springframework.security.web.header.HeaderWriterFilter@b1078f2, org.springframework.security.web.csrf.CsrfFilter@20003af7, org.springframework.security.web.authentication.logout.LogoutFilter@70a8c26e, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@52b2aa6e, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@10370297, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@553011a9, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@4c85eb6b, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3bfd73e7, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@33225b82, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@368d76d7, org.springframework.security.web.session.SessionManagementFilter@767ab988, org.springframework.security.web.access.ExceptionTranslationFilter@c2c1622, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@38e26e29]
2025-04-21 22:53:36 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:36 [main] INFO  c.c.f.h.c.LogsControllerTest - Started LogsControllerTest in 0.304 seconds (JVM running for 5.458)
2025-04-21 22:53:36 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:36 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:36 [main] INFO  c.c.f.h.c.MaintenanceControllerTest - Starting MaintenanceControllerTest using Java 17.0.15 on DESKTOP-DU98LMI with PID 26368 (started by Administrator in E:\household)
2025-04-21 22:53:36 [main] INFO  c.c.f.h.c.MaintenanceControllerTest - The following 1 profile is active: "local"
2025-04-21 22:53:36 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: f8c07980-a786-41c8-beae-e33933f06ffd

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2025-04-21 22:53:36 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@5281a933, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@58814dc1, org.springframework.security.web.context.SecurityContextPersistenceFilter@15af39d5, org.springframework.security.web.header.HeaderWriterFilter@14017887, org.springframework.security.web.csrf.CsrfFilter@7f150691, org.springframework.security.web.authentication.logout.LogoutFilter@16e98804, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@730632bb, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@32f4d719, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@1ad03f80, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@1a2b0708, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@238d6aa2, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3c57fb14, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@58817895, org.springframework.security.web.session.SessionManagementFilter@42d99e91, org.springframework.security.web.access.ExceptionTranslationFilter@517cfd07, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@4ca8d446]
2025-04-21 22:53:36 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:36 [main] INFO  c.c.f.h.c.MaintenanceControllerTest - Started MaintenanceControllerTest in 0.263 seconds (JVM running for 5.743)
2025-04-21 22:53:36 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:36 [main] INFO  c.c.f.h.c.MaintenanceController - Maintenance - MaintenanceCreationDTO(title=Weekly maintenance, description=Weekly description, assignee=Membership(id=1, creationDate=2025-04-21, status=ACTIVE, membershipRole=OWNER, user=User(username=User1, firstName=User1Name, lastName=User1Surname, email=user1@mail.com), household=Household(id=1, title=user1 household, description=)), creator=Membership(id=1, creationDate=2025-04-21, status=ACTIVE, membershipRole=OWNER, user=User(username=User1, firstName=User1Name, lastName=User1Surname, email=user1@mail.com), household=Household(id=1, title=user1 household, description=)), recurringType=WEEKLY, endDate=Sun May 11 00:00:00 PDT 2025, interval=1, time=10:00, dayOfMonth=0, daysOfWeekPattern=1111111, month=0, startDate=Mon Apr 28 00:00:00 PDT 2025, tasks=[], dailyTimes=[], daysOfMonth=[], yearlyDates=[]) has been created in household with id - 1
2025-04-21 22:53:36 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:36 [main] INFO  c.c.f.h.c.MaintenanceController - Maintenance - MaintenanceCreationDTO(title=Yearly maintenance, description=Monthly description, assignee=Membership(id=1, creationDate=2025-04-21, status=ACTIVE, membershipRole=OWNER, user=User(username=User1, firstName=User1Name, lastName=User1Surname, email=user1@mail.com), household=Household(id=1, title=user1 household, description=)), creator=Membership(id=1, creationDate=2025-04-21, status=ACTIVE, membershipRole=OWNER, user=User(username=User1, firstName=User1Name, lastName=User1Surname, email=user1@mail.com), household=Household(id=1, title=user1 household, description=)), recurringType=YEARLY, endDate=Wed Apr 21 00:00:00 PDT 2027, interval=1, time=10:00, dayOfMonth=2, daysOfWeekPattern=0000000, month=2, startDate=Mon Apr 28 00:00:00 PDT 2025, tasks=[], dailyTimes=[], daysOfMonth=[], yearlyDates=[]) has been created in household with id - 1
2025-04-21 22:53:36 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:36 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:36 [main] INFO  c.c.f.h.c.MaintenanceController - Maintenance - MaintenanceCreationDTO(title=Daily maintenance, description=Daily description, assignee=Membership(id=1, creationDate=2025-04-21, status=ACTIVE, membershipRole=OWNER, user=User(username=User1, firstName=User1Name, lastName=User1Surname, email=user1@mail.com), household=Household(id=1, title=user1 household, description=)), creator=Membership(id=1, creationDate=2025-04-21, status=ACTIVE, membershipRole=OWNER, user=User(username=User1, firstName=User1Name, lastName=User1Surname, email=user1@mail.com), household=Household(id=1, title=user1 household, description=)), recurringType=DAILY, endDate=Sun May 11 00:00:00 PDT 2025, interval=1, time=10:00, dayOfMonth=0, daysOfWeekPattern=0000000, month=0, startDate=Mon Apr 28 00:00:00 PDT 2025, tasks=[], dailyTimes=[], daysOfMonth=[], yearlyDates=[]) has been created in household with id - 1
2025-04-21 22:53:36 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:36 [main] ERROR c.c.f.h.c.MaintenanceController - ERRORHousehold With id: 0 doesn't exist
2025-04-21 22:53:36 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:36 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2025-04-21 22:53:36 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2025-04-21 22:53:36 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2025-04-21 22:53:36 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2025-04-21 22:53:36 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
